project_id,window_id,window_index,from_tag,to_tag,duration_days,analysis_set,metric_signal_id,metric_family,metric_label,unit,value
requests,requests_W01,1,v2.30.0,v2.31.0,18.987500,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.263331
requests,requests_W02,2,v2.31.0,v2.32.0,364.017002,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.189552
requests,requests_W03,3,v2.32.0,v2.32.1,0.264271,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,3.783997
requests,requests_W04,4,v2.32.1,v2.32.2,0.861725,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,3.481391
requests,requests_W05,5,v2.32.2,v2.32.3,7.866655,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.635594
requests,requests_W06,6,v2.32.3,v2.32.4,376.043472,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.087756
requests,requests_W07,7,v2.32.4,v2.32.5,70.154711,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.128288
tokio,tokio_W01,1,tokio-1.47.3,tokio-1.49.0,0.577118,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,277.239637
tokio,tokio_W02,2,tokio-1.49.0,tokio-1.50.0,58.986782,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,1.118895
tokio,tokio_W03,3,tokio-1.50.0,tokio-1.47.4,30.105833,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.066432
tokio,tokio_W04,4,tokio-1.47.4,tokio-1.51.0,0.854155,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,291.516145
tokio,tokio_W05,5,tokio-1.51.0,tokio-1.51.1,5.080312,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,1.377868
tokio,tokio_W06,6,tokio-1.51.1,tokio-1.52.0,6.346030,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,2.363682
tokio,tokio_W07,7,tokio-1.52.0,tokio-1.52.1,2.105602,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,2.849542
urllib3,urllib3_W01,1,2.2.3,2.3.0,100.871308,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.247841
urllib3,urllib3_W02,2,2.3.0,2.4.0,109.307627,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.201267
urllib3,urllib3_W03,3,2.4.0,2.5.0,68.957558,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.203023
urllib3,urllib3_W04,4,2.5.0,2.6.0,170.047083,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.223468
urllib3,urllib3_W05,5,2.6.0,2.6.1,3.001100,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,0.666422
urllib3,urllib3_W06,6,2.6.1,2.6.2,3.027002,sensitivity_only,M3_commits_per_day,M3,M3 commits/day,commits per day,0.660720
urllib3,urllib3_W07,7,2.6.2,2.6.3,27.023750,primary,M3_commits_per_day,M3,M3 commits/day,commits per day,0.296036
brew,brew_W01,1,5.1.1,5.1.2,7.067824,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.693789
brew,brew_W02,2,5.1.2,5.1.3,0.826516,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.661767
brew,brew_W03,3,5.1.3,5.1.4,5.852824,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.867663
brew,brew_W04,4,5.1.4,5.1.5,1.677627,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.569986
brew,brew_W05,5,5.1.5,5.1.6,6.005602,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.756455
brew,brew_W06,6,5.1.6,5.1.7,4.531655,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.692585
brew,brew_W07,7,5.1.7,5.1.8,8.964560,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.737091
click,click_W01,1,8.1.6,8.1.7,29.892269,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.321429
click,click_W02,2,8.1.7,8.1.8,489.986620,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.815534
click,click_W03,3,8.1.8,8.2.0,142.217014,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.795826
click,click_W04,4,8.2.0,8.2.1,10.036273,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.765453
click,click_W05,5,8.2.1,8.2.2,70.225521,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.716390
click,click_W06,6,8.2.2,8.3.0,45.047836,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.823170
click,click_W07,7,8.3.0,8.3.1,63.623542,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.770744
curl,curl_W01,1,curl-8_14_0,curl-8_14_1,7.000139,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.686663
curl,curl_W02,2,curl-8_14_1,curl-8_15_0,42.027778,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.926469
curl,curl_W03,3,curl-8_15_0,curl-8_16_0,55.973414,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.910850
curl,curl_W04,4,curl-8_16_0,curl-8_17_0,56.053426,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.914054
curl,curl_W05,5,curl-8_17_0,curl-8_18_0,62.997975,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.933066
curl,curl_W06,6,curl-8_18_0,curl-8_19_0,62.992581,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.943628
curl,curl_W07,7,curl-8_19_0,curl-8_20_0,48.957523,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.885880
flask,flask_W01,1,3.0.0,3.0.1,110.230417,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.784866
flask,flask_W02,2,3.0.1,3.0.2,16.045394,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.166667
flask,flask_W03,3,3.0.2,3.0.3,63.928125,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.416031
flask,flask_W04,4,3.0.3,3.1.0,219.958657,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.917508
flask,flask_W05,5,3.1.0,3.1.1,180.856111,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.862574
flask,flask_W06,6,3.1.1,3.1.2,98.253426,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.819652
flask,flask_W07,7,3.1.2,3.1.3,183.332523,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.792772
gin,gin_W01,1,v1.8.1,v1.8.2,199.026215,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.305172
gin,gin_W02,2,v1.8.2,v1.9.0,60.820220,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.901447
gin,gin_W03,3,v1.9.0,v1.9.1,99.712361,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.600336
gin,gin_W04,4,v1.9.1,v1.10.0,341.039838,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.702883
gin,gin_W05,5,v1.10.0,v1.10.1,378.257002,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.000000
gin,gin_W06,6,v1.10.1,v1.11.0,123.086748,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.743854
gin,gin_W07,7,v1.11.0,v1.12.0,160.938507,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.707860
junit5,junit5_W01,1,r6.0.0,r5.14.1,31.270926,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.827420
junit5,junit5_W02,2,r5.14.1,r6.0.1,0.134826,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.893730
junit5,junit5_W03,3,r6.0.1,r5.14.2,66.891331,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.909613
junit5,junit5_W04,4,r5.14.2,r6.0.2,0.034352,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.937878
junit5,junit5_W05,5,r6.0.2,r5.14.3,39.870463,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.916178
junit5,junit5_W06,6,r5.14.3,r6.0.3,0.030324,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.937564
junit5,junit5_W07,7,r6.0.3,r5.14.4,69.909537,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.931144
prettier,prettier_W01,1,3.7.1,3.7.2,1.393322,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.670691
prettier,prettier_W02,2,3.7.2,3.7.3,0.872280,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.002907
prettier,prettier_W03,3,3.7.3,3.7.4,3.445278,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.471144
prettier,prettier_W04,4,3.7.4,3.8.0,42.806169,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.341742
prettier,prettier_W05,5,3.8.0,3.8.1,6.741991,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.405185
prettier,prettier_W06,6,3.8.1,3.8.2,78.364560,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.000000
prettier,prettier_W07,7,3.8.2,3.8.3,4.934525,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.365116
requests,requests_W01,1,v2.30.0,v2.31.0,18.987500,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.504762
requests,requests_W02,2,v2.31.0,v2.32.0,364.017002,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.830909
requests,requests_W03,3,v2.32.0,v2.32.1,0.264271,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.000000
requests,requests_W04,4,v2.32.1,v2.32.2,0.861725,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.000000
requests,requests_W05,5,v2.32.2,v2.32.3,7.866655,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.148855
requests,requests_W06,6,v2.32.3,v2.32.4,376.043472,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.724599
requests,requests_W07,7,v2.32.4,v2.32.5,70.154711,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.646195
tokio,tokio_W01,1,tokio-1.47.3,tokio-1.49.0,0.577118,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.849464
tokio,tokio_W02,2,tokio-1.49.0,tokio-1.50.0,58.986782,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.644226
tokio,tokio_W03,3,tokio-1.50.0,tokio-1.47.4,30.105833,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.133333
tokio,tokio_W04,4,tokio-1.47.4,tokio-1.51.0,0.854155,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.835131
tokio,tokio_W05,5,tokio-1.51.0,tokio-1.51.1,5.080312,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.471639
tokio,tokio_W06,6,tokio-1.51.1,tokio-1.52.0,6.346030,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.553787
tokio,tokio_W07,7,tokio-1.52.0,tokio-1.52.1,2.105602,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.458917
urllib3,urllib3_W01,1,2.2.3,2.3.0,100.871308,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.763751
urllib3,urllib3_W02,2,2.3.0,2.4.0,109.307627,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.839881
urllib3,urllib3_W03,3,2.4.0,2.5.0,68.957558,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.572779
urllib3,urllib3_W04,4,2.5.0,2.6.0,170.047083,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.791923
urllib3,urllib3_W05,5,2.6.0,2.6.1,3.001100,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.000000
urllib3,urllib3_W06,6,2.6.1,2.6.2,3.027002,sensitivity_only,M4_gini_churn,M4,M4 churn Gini,share inequality,0.000000
urllib3,urllib3_W07,7,2.6.2,2.6.3,27.023750,primary,M4_gini_churn,M4,M4 churn Gini,share inequality,0.503918
brew,brew_W01,1,5.1.1,5.1.2,7.067824,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.550829
brew,brew_W02,2,5.1.2,5.1.3,0.826516,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.994283
brew,brew_W03,3,5.1.3,5.1.4,5.852824,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.837437
brew,brew_W04,4,5.1.4,5.1.5,1.677627,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.670613
brew,brew_W05,5,5.1.5,5.1.6,6.005602,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.442357
brew,brew_W06,6,5.1.6,5.1.7,4.531655,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.410796
brew,brew_W07,7,5.1.7,5.1.8,8.964560,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.543307
click,click_W01,1,8.1.6,8.1.7,29.892269,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.492063
click,click_W02,2,8.1.7,8.1.8,489.986620,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.453550
click,click_W03,3,8.1.8,8.2.0,142.217014,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.502504
click,click_W04,4,8.2.0,8.2.1,10.036273,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.653503
click,click_W05,5,8.2.1,8.2.2,70.225521,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.366539
click,click_W06,6,8.2.2,8.3.0,45.047836,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.702282
click,click_W07,7,8.3.0,8.3.1,63.623542,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.340262
curl,curl_W01,1,curl-8_14_0,curl-8_14_1,7.000139,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.431772
curl,curl_W02,2,curl-8_14_1,curl-8_15_0,42.027778,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.537715
curl,curl_W03,3,curl-8_15_0,curl-8_16_0,55.973414,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.454363
curl,curl_W04,4,curl-8_16_0,curl-8_17_0,56.053426,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.740916
curl,curl_W05,5,curl-8_17_0,curl-8_18_0,62.997975,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.584308
curl,curl_W06,6,curl-8_18_0,curl-8_19_0,62.992581,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.657424
curl,curl_W07,7,curl-8_19_0,curl-8_20_0,48.957523,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.376609
flask,flask_W01,1,3.0.0,3.0.1,110.230417,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.980712
flask,flask_W02,2,3.0.1,3.0.2,16.045394,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.428571
flask,flask_W03,3,3.0.2,3.0.3,63.928125,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.916031
flask,flask_W04,4,3.0.3,3.1.0,219.958657,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.958417
flask,flask_W05,5,3.1.0,3.1.1,180.856111,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.981567
flask,flask_W06,6,3.1.1,3.1.2,98.253426,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.977815
flask,flask_W07,7,3.1.2,3.1.3,183.332523,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.990965
gin,gin_W01,1,v1.8.1,v1.8.2,199.026215,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.489655
gin,gin_W02,2,v1.8.2,v1.9.0,60.820220,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.631000
gin,gin_W03,3,v1.9.0,v1.9.1,99.712361,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.421141
gin,gin_W04,4,v1.9.1,v1.10.0,341.039838,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.248756
gin,gin_W05,5,v1.10.0,v1.10.1,378.257002,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,1.000000
gin,gin_W06,6,v1.10.1,v1.11.0,123.086748,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.236487
gin,gin_W07,7,v1.11.0,v1.12.0,160.938507,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.321123
junit5,junit5_W01,1,r6.0.0,r5.14.1,31.270926,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.753321
junit5,junit5_W02,2,r5.14.1,r6.0.1,0.134826,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.753000
junit5,junit5_W03,3,r6.0.1,r5.14.2,66.891331,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.976120
junit5,junit5_W04,4,r5.14.2,r6.0.2,0.034352,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.942089
junit5,junit5_W05,5,r6.0.2,r5.14.3,39.870463,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.975516
junit5,junit5_W06,6,r5.14.3,r6.0.3,0.030324,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.941090
junit5,junit5_W07,7,r6.0.3,r5.14.4,69.909537,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.974461
prettier,prettier_W01,1,3.7.1,3.7.2,1.393322,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.724346
prettier,prettier_W02,2,3.7.2,3.7.3,0.872280,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.502907
prettier,prettier_W03,3,3.7.3,3.7.4,3.445278,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.971144
prettier,prettier_W04,4,3.7.4,3.8.0,42.806169,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.841742
prettier,prettier_W05,5,3.8.0,3.8.1,6.741991,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.905185
prettier,prettier_W06,6,3.8.1,3.8.2,78.364560,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,1.000000
prettier,prettier_W07,7,3.8.2,3.8.3,4.934525,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.865116
requests,requests_W01,1,v2.30.0,v2.31.0,18.987500,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.785714
requests,requests_W02,2,v2.31.0,v2.32.0,364.017002,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.544201
requests,requests_W03,3,v2.32.0,v2.32.1,0.264271,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,1.000000
requests,requests_W04,4,v2.32.1,v2.32.2,0.861725,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,1.000000
requests,requests_W05,5,v2.32.2,v2.32.3,7.866655,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.648855
requests,requests_W06,6,v2.32.3,v2.32.4,376.043472,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.534682
requests,requests_W07,7,v2.32.4,v2.32.5,70.154711,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.476636
tokio,tokio_W01,1,tokio-1.47.3,tokio-1.49.0,0.577118,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.312636
tokio,tokio_W02,2,tokio-1.49.0,tokio-1.50.0,58.986782,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.168013
tokio,tokio_W03,3,tokio-1.50.0,tokio-1.47.4,30.105833,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.633333
tokio,tokio_W04,4,tokio-1.47.4,tokio-1.51.0,0.854155,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.251277
tokio,tokio_W05,5,tokio-1.51.0,tokio-1.51.1,5.080312,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.682773
tokio,tokio_W06,6,tokio-1.51.1,tokio-1.52.0,6.346030,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.300298
tokio,tokio_W07,7,tokio-1.52.0,tokio-1.52.1,2.105602,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.619108
urllib3,urllib3_W01,1,2.2.3,2.3.0,100.871308,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.583576
urllib3,urllib3_W02,2,2.3.0,2.4.0,109.307627,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.879038
urllib3,urllib3_W03,3,2.4.0,2.5.0,68.957558,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.307183
urllib3,urllib3_W04,4,2.5.0,2.6.0,170.047083,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.367728
urllib3,urllib3_W05,5,2.6.0,2.6.1,3.001100,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,1.000000
urllib3,urllib3_W06,6,2.6.1,2.6.2,3.027002,sensitivity_only,M4_top1_share_churn,M4,M4 top-1 churn share,share,1.000000
urllib3,urllib3_W07,7,2.6.2,2.6.3,27.023750,primary,M4_top1_share_churn,M4,M4 top-1 churn share,share,0.730408
